x0,top,text,size,fontname
520.7,228.8,l,10.0,BCDFEE+ArialMT
522.9,228.8,a,10.0,BCDFEE+ArialMT
528.5,228.8,n,10.0,BCDFEE+ArialMT
534.1,228.8,a,10.0,BCDFEE+ArialMT
539.6,228.8,t,10.0,BCDFEE+ArialMT
542.4,228.8,i,10.0,BCDFEE+ArialMT
544.7,228.8,o,10.0,BCDFEE+ArialMT
550.2,228.8,n,10.0,BCDFEE+ArialMT
555.7,228.8,s,10.0,BCDFEE+ArialMT
560.8,228.8,",",10.0,BCDFEE+ArialMT
563.5,228.8, ,10.0,BCDFEE+ArialMT
64.3,240.2,a,10.0,BCDFEE+ArialMT
69.9,240.2,n,10.0,BCDFEE+ArialMT
75.4,240.2,d,10.0,BCDFEE+ArialMT
80.9,240.2, ,10.0,BCDFEE+ArialMT
83.8,240.2,i,10.0,BCDFEE+ArialMT
85.9,240.2,n,10.0,BCDFEE+ArialMT
91.6,240.2,l,10.0,BCDFEE+ArialMT
93.7,240.2,i,10.0,BCDFEE+ArialMT
95.9,240.2,n,10.0,BCDFEE+ArialMT
101.5,240.2,e,10.0,BCDFEE+ArialMT
107.0,240.2, ,10.0,BCDFEE+ArialMT
109.8,240.2,d,10.0,BCDFEE+ArialMT
115.4,240.2,o,10.0,BCDFEE+ArialMT
121.0,240.2,c,10.0,BCDFEE+ArialMT
126.0,240.2,u,10.0,BCDFEE+ArialMT
131.5,240.2,m,10.0,BCDFEE+ArialMT
139.8,240.2,e,10.0,BCDFEE+ArialMT
145.4,240.2,n,10.0,BCDFEE+ArialMT
150.9,240.2,t,10.0,BCDFEE+ArialMT
153.7,240.2,a,10.0,BCDFEE+ArialMT
159.2,240.2,t,10.0,BCDFEE+ArialMT
162.1,240.2,i,10.0,BCDFEE+ArialMT
164.2,240.2,o,10.0,BCDFEE+ArialMT
169.9,240.2,n,10.0,BCDFEE+ArialMT
175.4,240.2, ,10.0,BCDFEE+ArialMT
178.2,240.2,t,10.0,BCDFEE+ArialMT
180.9,240.2,h,10.0,BCDFEE+ArialMT
186.5,240.2,a,10.0,BCDFEE+ArialMT
192.1,240.2,t,10.0,BCDFEE+ArialMT
194.8,240.2, ,10.0,BCDFEE+ArialMT
197.6,240.2,i,10.0,BCDFEE+ArialMT
199.8,240.2,m,10.0,BCDFEE+ArialMT
208.1,240.2,p,10.0,BCDFEE+ArialMT
213.6,240.2,r,10.0,BCDFEE+ArialMT
217.0,240.2,o,10.0,BCDFEE+ArialMT
222.5,240.2,v,10.0,BCDFEE+ArialMT
227.5,240.2,e,10.0,BCDFEE+ArialMT
233.1,240.2,s,10.0,BCDFEE+ArialMT
238.1,240.2, ,10.0,BCDFEE+ArialMT
240.8,240.2,r,10.0,BCDFEE+ArialMT
244.2,240.2,e,10.0,BCDFEE+ArialMT
249.7,240.2,a,10.0,BCDFEE+ArialMT
255.3,240.2,d,10.0,BCDFEE+ArialMT
260.9,240.2,a,10.0,BCDFEE+ArialMT
266.4,240.2,b,10.0,BCDFEE+ArialMT
272.0,240.2,i,10.0,BCDFEE+ArialMT
274.2,240.2,l,10.0,BCDFEE+ArialMT
276.4,240.2,i,10.0,BCDFEE+ArialMT
278.6,240.2,t,10.0,BCDFEE+ArialMT
281.4,240.2,y,10.0,BCDFEE+ArialMT
286.4,240.2,",",10.0,BCDFEE+ArialMT
289.1,240.2, ,10.0,BCDFEE+ArialMT
291.9,240.2,m,10.0,BCDFEE+ArialMT
300.3,240.2,a,10.0,BCDFEE+ArialMT
305.8,240.2,i,10.0,BCDFEE+ArialMT
308.1,240.2,n,10.0,BCDFEE+ArialMT
313.6,240.2,t,10.0,BCDFEE+ArialMT
316.4,240.2,a,10.0,BCDFEE+ArialMT
321.9,240.2,i,10.0,BCDFEE+ArialMT
324.2,240.2,n,10.0,BCDFEE+ArialMT
329.7,240.2,a,10.0,BCDFEE+ArialMT
335.2,240.2,b,10.0,BCDFEE+ArialMT
340.8,240.2,i,10.0,BCDFEE+ArialMT
343.0,240.2,l,10.0,BCDFEE+ArialMT
345.2,240.2,i,10.0,BCDFEE+ArialMT
347.4,240.2,t,10.0,BCDFEE+ArialMT
350.2,240.2,y,10.0,BCDFEE+ArialMT
355.2,240.2,",",10.0,BCDFEE+ArialMT
358.0,240.2, ,10.0,BCDFEE+ArialMT
360.7,240.2,a,10.0,BCDFEE+ArialMT
366.3,240.2,n,10.0,BCDFEE+ArialMT
371.9,240.2,d,10.0,BCDFEE+ArialMT
377.4,240.2, ,10.0,BCDFEE+ArialMT
380.2,240.2,o,10.0,BCDFEE+ArialMT
385.8,240.2,v,10.0,BCDFEE+ArialMT
390.8,240.2,e,10.0,BCDFEE+ArialMT
396.3,240.2,r,10.0,BCDFEE+ArialMT
399.6,240.2,a,10.0,BCDFEE+ArialMT
405.2,240.2,l,10.0,BCDFEE+ArialMT
407.5,240.2,l,10.0,BCDFEE+ArialMT
409.6,240.2, ,10.0,BCDFEE+ArialMT
412.4,240.2,c,10.0,BCDFEE+ArialMT
417.4,240.2,o,10.0,BCDFEE+ArialMT
423.0,240.2,d,10.0,BCDFEE+ArialMT
428.6,240.2,i,10.0,BCDFEE+ArialMT
430.7,240.2,n,10.0,BCDFEE+ArialMT
436.3,240.2,g,10.0,BCDFEE+ArialMT
441.8,240.2, ,10.0,BCDFEE+ArialMT
444.5,240.2,s,10.0,BCDFEE+ArialMT
449.5,240.2,t,10.0,BCDFEE+ArialMT
452.4,240.2,a,10.0,BCDFEE+ArialMT
458.0,240.2,n,10.0,BCDFEE+ArialMT
463.5,240.2,d,10.0,BCDFEE+ArialMT
469.1,240.2,a,10.0,BCDFEE+ArialMT
474.6,240.2,r,10.0,BCDFEE+ArialMT
477.9,240.2,d,10.0,BCDFEE+ArialMT
483.5,240.2,s,10.0,BCDFEE+ArialMT
488.5,240.2,.,10.0,BCDFEE+ArialMT
491.9,240.2, ,10.0,BCDFEE+ArialMT
46.3,252.5,•,10.0,BCDHEE+SymbolMT
50.9,252.5, ,10.0,BCDFEE+ArialMT
64.3,252.5,I,10.0,BCDFEE+ArialMT
67.1,252.5,m,10.0,BCDFEE+ArialMT
75.4,252.5,p,10.0,BCDFEE+ArialMT
80.9,252.5,l,10.0,BCDFEE+ArialMT
83.2,252.5,e,10.0,BCDFEE+ArialMT
88.7,252.5,m,10.0,BCDFEE+ArialMT
97.1,252.5,e,10.0,BCDFEE+ArialMT
102.6,252.5,n,10.0,BCDFEE+ArialMT
108.1,252.5,t,10.0,BCDFEE+ArialMT
110.9,252.5,e,10.0,BCDFEE+ArialMT
116.5,252.5,d,10.0,BCDFEE+ArialMT
122.1,252.5, ,10.0,BCDFEE+ArialMT
124.8,252.5,m,10.0,BCDFEE+ArialMT
133.2,252.5,u,10.0,BCDFEE+ArialMT
138.7,252.5,l,10.0,BCDFEE+ArialMT
140.9,252.5,t,10.0,BCDFEE+ArialMT
143.7,252.5,i,10.0,BCDFEE+ArialMT
145.9,252.5,p,10.0,BCDFEE+ArialMT
151.5,252.5,l,10.0,BCDFEE+ArialMT
153.7,252.5,e,10.0,BCDFEE+ArialMT
159.2,252.5, ,10.0,BCDFEE+ArialMT
162.1,252.5,A,10.0,BCDFEE+ArialMT
168.7,252.5,I,10.0,BCDFEE+ArialMT
171.5,252.5,-,10.0,BCDFEE+ArialMT
174.9,252.5,a,10.0,BCDFEE+ArialMT
180.4,252.5,s,10.0,BCDFEE+ArialMT
185.6,252.5,s,10.0,BCDFEE+ArialMT
190.6,252.5,i,10.0,BCDFEE+ArialMT
192.7,252.5,s,10.0,BCDFEE+ArialMT
197.8,252.5,t,10.0,BCDFEE+ArialMT
200.5,252.5,e,10.0,BCDFEE+ArialMT
206.1,252.5,d,10.0,BCDFEE+ArialMT
211.6,252.5, ,10.0,BCDFEE+ArialMT
214.4,252.5,m,10.0,BCDFEE+ArialMT
222.7,252.5,o,10.0,BCDFEE+ArialMT
228.3,252.5,d,10.0,BCDFEE+ArialMT
233.8,252.5,e,10.0,BCDFEE+ArialMT
239.3,252.5,s,10.0,BCDFEE+ArialMT
244.3,252.5, ,10.0,BCDFEE+ArialMT
247.2,252.5,i,10.0,BCDFEE+ArialMT
249.3,252.5,n,10.0,BCDFEE+ArialMT
254.9,252.5,c,10.0,BCDFEE+ArialMT
259.9,252.5,l,10.0,BCDFEE+ArialMT
262.2,252.5,u,10.0,BCDFEE+ArialMT
267.7,252.5,d,10.0,BCDFEE+ArialMT
273.2,252.5,i,10.0,BCDFEE+ArialMT
275.5,252.5,n,10.0,BCDFEE+ArialMT
281.0,252.5,g,10.0,BCDFEE+ArialMT
286.5,252.5, ,10.0,BCDFEE+ArialMT
289.3,252.5,I,10.0,BCDFEE+ArialMT
292.1,252.5,m,10.0,BCDFEE+ArialMT
300.4,252.5,p,10.0,BCDFEE+ArialMT
306.0,252.5,r,10.0,BCDFEE+ArialMT
309.4,252.5,o,10.0,BCDFEE+ArialMT
314.9,252.5,v,10.0,BCDFEE+ArialMT
319.9,252.5,e,10.0,BCDFEE+ArialMT
325.5,252.5,",",10.0,BCDFEE+ArialMT
328.2,252.5, ,10.0,BCDFEE+ArialMT
331.0,252.5,E,10.0,BCDFEE+ArialMT
337.6,252.5,x,10.0,BCDFEE+ArialMT
342.6,252.5,p,10.0,BCDFEE+ArialMT
348.2,252.5,l,10.0,BCDFEE+ArialMT
350.4,252.5,a,10.0,BCDFEE+ArialMT
355.9,252.5,i,10.0,BCDFEE+ArialMT
358.2,252.5,n,10.0,BCDFEE+ArialMT
363.7,252.5,",",10.0,BCDFEE+ArialMT
366.5,252.5, ,10.0,BCDFEE+ArialMT
369.2,252.5,a,10.0,BCDFEE+ArialMT
374.8,252.5,n,10.0,BCDFEE+ArialMT
380.4,252.5,d,10.0,BCDFEE+ArialMT
385.9,252.5, ,10.0,BCDFEE+ArialMT
388.7,252.5,C,10.0,BCDFEE+ArialMT
396.0,252.5,o,10.0,BCDFEE+ArialMT
401.5,252.5,m,10.0,BCDFEE+ArialMT
409.9,252.5,m,10.0,BCDFEE+ArialMT
418.2,252.5,e,10.0,BCDFEE+ArialMT
423.8,252.5,n,10.0,BCDFEE+ArialMT
429.3,252.5,t,10.0,BCDFEE+ArialMT
432.1,252.5,",",10.0,BCDFEE+ArialMT
434.8,252.5, ,10.0,BCDFEE+ArialMT
437.6,252.5,e,10.0,BCDFEE+ArialMT
443.2,252.5,n,10.0,BCDFEE+ArialMT
448.7,252.5,a,10.0,BCDFEE+ArialMT
454.2,252.5,b,10.0,BCDFEE+ArialMT
459.9,252.5,l,10.0,BCDFEE+ArialMT
462.0,252.5,i,10.0,BCDFEE+ArialMT
464.3,252.5,n,10.0,BCDFEE+ArialMT
469.8,252.5,g,10.0,BCDFEE+ArialMT
475.3,252.5, ,10.0,BCDFEE+ArialMT
478.1,252.5,u,10.0,BCDFEE+ArialMT
483.6,252.5,s,10.0,BCDFEE+ArialMT
488.6,252.5,e,10.0,BCDFEE+ArialMT
494.2,252.5,r,10.0,BCDFEE+ArialMT
497.5,252.5,s,10.0,BCDFEE+ArialMT
502.6,252.5, ,10.0,BCDFEE+ArialMT
505.3,252.5,t,10.0,BCDFEE+ArialMT
508.2,252.5,o,10.0,BCDFEE+ArialMT
513.7,252.5, ,10.0,BCDFEE+ArialMT
516.5,252.5,d,10.0,BCDFEE+ArialMT
522.0,252.5,e,10.0,BCDFEE+ArialMT
527.6,252.5,b,10.0,BCDFEE+ArialMT
533.2,252.5,u,10.0,BCDFEE+ArialMT
538.6,252.5,g,10.0,BCDFEE+ArialMT
544.3,252.5, ,10.0,BCDFEE+ArialMT
64.3,263.9,l,10.0,BCDFEE+ArialMT
66.5,263.9,o,10.0,BCDFEE+ArialMT
72.0,263.9,g,10.0,BCDFEE+ArialMT
77.7,263.9,i,10.0,BCDFEE+ArialMT
79.8,263.9,c,10.0,BCDFEE+ArialMT
84.8,263.9,a,10.0,BCDFEE+ArialMT
90.4,263.9,l,10.0,BCDFEE+ArialMT
92.5,263.9, ,10.0,BCDFEE+ArialMT
95.4,263.9,e,10.0,BCDFEE+ArialMT
100.9,263.9,r,10.0,BCDFEE+ArialMT
104.2,263.9,r,10.0,BCDFEE+ArialMT
107.6,263.9,o,10.0,BCDFEE+ArialMT
113.2,263.9,r,10.0,BCDFEE+ArialMT
116.5,263.9,s,10.0,BCDFEE+ArialMT
121.5,263.9,",",10.0,BCDFEE+ArialMT
124.3,263.9, ,10.0,BCDFEE+ArialMT
127.1,263.9,u,10.0,BCDFEE+ArialMT
132.6,263.9,n,10.0,BCDFEE+ArialMT
138.1,263.9,d,10.0,BCDFEE+ArialMT
143.7,263.9,e,10.0,BCDFEE+ArialMT
149.3,263.9,r,10.0,BCDFEE+ArialMT
152.6,263.9,s,10.0,BCDFEE+ArialMT
157.6,263.9,t,10.0,BCDFEE+ArialMT
160.4,263.9,a,10.0,BCDFEE+ArialMT
165.9,263.9,n,10.0,BCDFEE+ArialMT
171.4,263.9,d,10.0,BCDFEE+ArialMT
177.1,263.9, ,10.0,BCDFEE+ArialMT
179.8,263.9,c,10.0,BCDFEE+ArialMT
184.9,263.9,o,10.0,BCDFEE+ArialMT
190.4,263.9,m,10.0,BCDFEE+ArialMT
198.7,263.9,p,10.0,BCDFEE+ArialMT
204.3,263.9,l,10.0,BCDFEE+ArialMT
206.4,263.9,e,10.0,BCDFEE+ArialMT
212.0,263.9,x,10.0,BCDFEE+ArialMT
217.0,263.9, ,10.0,BCDFEE+ArialMT
219.8,263.9,a,10.0,BCDFEE+ArialMT
225.4,263.9,l,10.0,BCDFEE+ArialMT
227.5,263.9,g,10.0,BCDFEE+ArialMT
233.1,263.9,o,10.0,BCDFEE+ArialMT
238.6,263.9,r,10.0,BCDFEE+ArialMT
242.0,263.9,i,10.0,BCDFEE+ArialMT
244.2,263.9,t,10.0,BCDFEE+ArialMT
247.0,263.9,h,10.0,BCDFEE+ArialMT
252.6,263.9,m,10.0,BCDFEE+ArialMT
260.9,263.9,s,10.0,BCDFEE+ArialMT
265.9,263.9,",",10.0,BCDFEE+ArialMT
268.7,263.9, ,10.0,BCDFEE+ArialMT
271.4,263.9,a,10.0,BCDFEE+ArialMT
276.9,263.9,n,10.0,BCDFEE+ArialMT
282.6,263.9,d,10.0,BCDFEE+ArialMT
288.1,263.9, ,10.0,BCDFEE+ArialMT
290.9,263.9,r,10.0,BCDFEE+ArialMT
294.2,263.9,e,10.0,BCDFEE+ArialMT
299.7,263.9,f,10.0,BCDFEE+ArialMT
302.6,263.9,a,10.0,BCDFEE+ArialMT
308.1,263.9,c,10.0,BCDFEE+ArialMT
313.1,263.9,t,10.0,BCDFEE+ArialMT
315.9,263.9,o,10.0,BCDFEE+ArialMT
321.4,263.9,r,10.0,BCDFEE+ArialMT
324.8,263.9, ,10.0,BCDFEE+ArialMT
327.5,263.9,i,10.0,BCDFEE+ArialMT
329.7,263.9,n,10.0,BCDFEE+ArialMT
335.3,263.9,e,10.0,BCDFEE+ArialMT
340.9,263.9,f,10.0,BCDFEE+ArialMT
343.6,263.9,f,10.0,BCDFEE+ArialMT
346.4,263.9,i,10.0,BCDFEE+ArialMT
348.5,263.9,c,10.0,BCDFEE+ArialMT
353.7,263.9,i,10.0,BCDFEE+ArialMT
355.8,263.9,e,10.0,BCDFEE+ArialMT
361.4,263.9,n,10.0,BCDFEE+ArialMT
367.0,263.9,t,10.0,BCDFEE+ArialMT
369.7,263.9, ,10.0,BCDFEE+ArialMT
372.5,263.9,i,10.0,BCDFEE+ArialMT
374.8,263.9,m,10.0,BCDFEE+ArialMT
383.1,263.9,p,10.0,BCDFEE+ArialMT
388.6,263.9,l,10.0,BCDFEE+ArialMT
390.8,263.9,e,10.0,BCDFEE+ArialMT
396.4,263.9,m,10.0,BCDFEE+ArialMT
404.8,263.9,e,10.0,BCDFEE+ArialMT
410.3,263.9,n,10.0,BCDFEE+ArialMT
415.8,263.9,t,10.0,BCDFEE+ArialMT
418.6,263.9,a,10.0,BCDFEE+ArialMT
424.2,263.9,t,10.0,BCDFEE+ArialMT
426.9,263.9,i,10.0,BCDFEE+ArialMT
429.1,263.9,o,10.0,BCDFEE+ArialMT
434.6,263.9,n,10.0,BCDFEE+ArialMT
440.1,263.9,s,10.0,BCDFEE+ArialMT
445.2,263.9, ,10.0,BCDFEE+ArialMT
448.0,263.9,e,10.0,BCDFEE+ArialMT
453.6,263.9,f,10.0,BCDFEE+ArialMT
456.3,263.9,f,10.0,BCDFEE+ArialMT
459.1,263.9,i,10.0,BCDFEE+ArialMT
461.2,263.9,c,10.0,BCDFEE+ArialMT
466.4,263.9,i,10.0,BCDFEE+ArialMT
468.5,263.9,e,10.0,BCDFEE+ArialMT
474.1,263.9,n,10.0,BCDFEE+ArialMT
479.6,263.9,t,10.0,BCDFEE+ArialMT
482.4,263.9,l,10.0,BCDFEE+ArialMT
484.6,263.9,y,10.0,BCDFEE+ArialMT
489.6,263.9,.,10.0,BCDFEE+ArialMT
492.9,263.9, ,10.0,BCDFEE+ArialMT
46.3,276.2,•,10.0,BCDHEE+SymbolMT
50.9,276.1, ,10.0,BCDFEE+ArialMT
64.3,276.1,T,10.0,BCDEEE+Arial-BoldMT
70.4,276.1,e,10.0,BCDEEE+Arial-BoldMT
76.0,276.1,c,10.0,BCDEEE+Arial-BoldMT
81.5,276.1,h,10.0,BCDEEE+Arial-BoldMT
87.6,276.1,:,10.0,BCDEEE+Arial-BoldMT
90.9,276.1, ,10.0,BCDEEE+Arial-BoldMT
93.7,276.1,H,10.0,BCDFEE+ArialMT
100.9,276.1,T,10.0,BCDFEE+ArialMT
107.1,276.1,M,10.0,BCDFEE+ArialMT
115.3,276.1,L,10.0,BCDFEE+ArialMT
121.0,276.1,5,10.0,BCDFEE+ArialMT
126.5,276.1,",",10.0,BCDFEE+ArialMT
129.3,276.1, ,10.0,BCDFEE+ArialMT
132.0,276.1,C,10.0,BCDFEE+ArialMT
139.3,276.1,S,10.0,BCDFEE+ArialMT
145.9,276.1,S,10.0,BCDFEE+ArialMT
152.6,276.1,3,10.0,BCDFEE+ArialMT
158.2,276.1,",",10.0,BCDFEE+ArialMT
160.9,276.1, ,10.0,BCDFEE+ArialMT
163.7,276.1,J,10.0,BCDFEE+ArialMT
168.7,276.1,a,10.0,BCDFEE+ArialMT
174.2,276.1,v,10.0,BCDFEE+ArialMT
179.2,276.1,a,10.0,BCDFEE+ArialMT
184.9,276.1,S,10.0,BCDFEE+ArialMT
191.5,276.1,c,10.0,BCDFEE+ArialMT
196.5,276.1,r,10.0,BCDFEE+ArialMT
199.8,276.1,i,10.0,BCDFEE+ArialMT
202.0,276.1,p,10.0,BCDFEE+ArialMT
207.5,276.1,t,10.0,BCDFEE+ArialMT
210.3,276.1,",",10.0,BCDFEE+ArialMT
213.0,276.1, ,10.0,BCDFEE+ArialMT
215.9,276.1,E,10.0,BCDFEE+ArialMT
222.5,276.1,J,10.0,BCDFEE+ArialMT
227.5,276.1,S,10.0,BCDFEE+ArialMT
234.2,276.1,",",10.0,BCDFEE+ArialMT
236.9,276.1, ,10.0,BCDFEE+ArialMT
239.7,276.1,G,10.0,BCDFEE+ArialMT
247.6,276.1,e,10.0,BCDFEE+ArialMT
253.1,276.1,m,10.0,BCDFEE+ArialMT
261.5,276.1,i,10.0,BCDFEE+ArialMT
263.7,276.1,n,10.0,BCDFEE+ArialMT
269.2,276.1,i,10.0,BCDFEE+ArialMT
271.4,276.1, ,10.0,BCDFEE+ArialMT
274.2,276.1,A,10.0,BCDFEE+ArialMT
280.9,276.1,P,10.0,BCDFEE+ArialMT
287.5,276.1,I,10.0,BCDFEE+ArialMT
290.6,276.1, ,10.0,BCDFEE+ArialMT
35.0,291.0,D,10.0,BCDEEE+Arial-BoldMT
42.2,291.0,e,10.0,BCDEEE+Arial-BoldMT
47.8,291.0,s,10.0,BCDEEE+Arial-BoldMT
53.3,291.0,i,10.0,BCDEEE+Arial-BoldMT
56.0,291.0, ,10.0,BCDEEE+Arial-BoldMT
58.8,291.0,F,10.0,BCDEEE+Arial-BoldMT
64.9,291.0,o,10.0,BCDEEE+Arial-BoldMT
71.0,291.0,o,10.0,BCDEEE+Arial-BoldMT
77.1,291.0,d,10.0,BCDEEE+Arial-BoldMT
83.2,291.0, ,10.0,BCDEEE+Arial-BoldMT
86.0,291.0,H,10.0,BCDEEE+Arial-BoldMT
93.2,291.0,u,10.0,BCDEEE+Arial-BoldMT
99.3,291.0,b,10.0,BCDEEE+Arial-BoldMT
105.5,291.0, ,10.0,BCDEEE+Arial-BoldMT
108.3,291.0,|,10.0,BCDEEE+Arial-BoldMT
111.1,291.0, ,10.0,BCDEEE+Arial-BoldMT
113.9,291.0,L,10.0,BCDEEE+Arial-BoldMT
120.0,291.0,i,10.0,BCDEEE+Arial-BoldMT
122.8,291.0,n,10.0,BCDEEE+Arial-BoldMT
128.9,291.0,k,10.0,BCDEEE+Arial-BoldMT
134.5,291.0, ,10.0,BCDEEE+Arial-BoldMT
493.9,291.0, ,10.0,BCDEEE+Arial-BoldMT
496.7,291.0, ,10.0,BCDEEE+Arial-BoldMT
499.4,291.0, ,10.0,BCDEEE+Arial-BoldMT
502.2,291.0, ,10.0,BCDEEE+Arial-BoldMT
504.9,291.0, ,10.0,BCDEEE+Arial-BoldMT
507.7,291.0, ,10.0,BCDEEE+Arial-BoldMT
510.5,291.0, ,10.0,BCDEEE+Arial-BoldMT
513.2,291.0, ,10.0,BCDEEE+Arial-BoldMT
516.0,291.0, ,10.0,BCDEEE+Arial-BoldMT
518.8,291.0, ,10.0,BCDEEE+Arial-BoldMT
521.6,291.0, ,10.0,BCDEEE+Arial-BoldMT
524.4,291.0,N,10.0,BCDFEE+ArialMT
531.6,291.0,o,10.0,BCDFEE+ArialMT
537.0,291.0,v,10.0,BCDFEE+ArialMT
541.9,291.0, ,10.0,BCDFEE+ArialMT
544.7,291.0,2,10.0,BCDFEE+ArialMT
550.1,291.0,0,10.0,BCDFEE+ArialMT
555.5,291.0,2,10.0,BCDFEE+ArialMT
560.8,291.0,4,10.0,BCDFEE+ArialMT
566.2,291.0, ,10.0,BCDFEE+ArialMT
46.3,306.6,•,10.0,BCDHEE+SymbolMT
50.8,306.6, ,10.0,BCDFEE+ArialMT
64.3,306.6,D,10.0,BCDFEE+ArialMT
71.3,306.6,e,10.0,BCDFEE+ArialMT
76.6,306.6,s,10.0,BCDFEE+ArialMT
81.5,306.6,i,10.0,BCDFEE+ArialMT
83.5,306.6,g,10.0,BCDFEE+ArialMT
88.8,306.6,n,10.0,BCDFEE+ArialMT
94.2,306.6,e,10.0,BCDFEE+ArialMT
99.6,306.6,d,10.0,BCDFEE+ArialMT
105.0,306.6, ,10.0,BCDFEE+ArialMT
109.5,306.6,a,10.0,BCDFEE+ArialMT
114.9,306.6,n,10.0,BCDFEE+ArialMT
120.2,306.6,d,10.0,BCDFEE+ArialMT
125.5,306.6, ,10.0,BCDFEE+ArialMT
130.1,306.6,d,10.0,BCDFEE+ArialMT
135.5,306.6,e,10.0,BCDFEE+ArialMT
140.8,306.6,v,10.0,BCDFEE+ArialMT
145.7,306.6,e,10.0,BCDFEE+ArialMT
151.0,306.6,l,10.0,BCDFEE+ArialMT
153.0,306.6,o,10.0,BCDFEE+ArialMT
158.4,306.6,p,10.0,BCDFEE+ArialMT
163.7,306.6,e,10.0,BCDFEE+ArialMT
169.1,306.6,d,10.0,BCDFEE+ArialMT
174.5,306.6, ,10.0,BCDFEE+ArialMT
179.0,306.6,a,10.0,BCDFEE+ArialMT
184.4,306.6, ,10.0,BCDFEE+ArialMT
188.9,306.6,p,10.0,BCDFEE+ArialMT
194.3,306.6,r,10.0,BCDFEE+ArialMT
197.4,306.6,o,10.0,BCDFEE+ArialMT
202.8,306.6,d,10.0,BCDFEE+ArialMT
208.2,306.6,u,10.0,BCDFEE+ArialMT
213.4,306.6,c,10.0,BCDFEE+ArialMT
218.2,306.6,t,10.0,BCDFEE+ArialMT
220.9,306.6,i,10.0,BCDFEE+ArialMT
222.9,306.6,o,10.0,BCDFEE+ArialMT
228.2,306.6,n,10.0,BCDFEE+ArialMT
233.6,306.6,-,10.0,BCDFEE+ArialMT
236.8,306.6,r,10.0,BCDFEE+ArialMT
239.9,306.6,e,10.0,BCDFEE+ArialMT
245.3,306.6,a,10.0,BCDFEE+ArialMT
250.7,306.6,d,10.0,BCDFEE+ArialMT
256.0,306.6,y,10.0,BCDFEE+ArialMT
260.8,306.6, ,10.0,BCDFEE+ArialMT
265.4,306.6,f,10.0,BCDFEE+ArialMT
268.0,306.6,u,10.0,BCDFEE+ArialMT
273.3,306.6,l,10.0,BCDFEE+ArialMT
275.3,306.6,l,10.0,BCDFEE+ArialMT
277.2,306.6,-,10.0,BCDFEE+ArialMT
280.4,306.6,s,10.0,BCDFEE+ArialMT
285.3,306.6,t,10.0,BCDFEE+ArialMT
287.9,306.6,a,10.0,BCDFEE+ArialMT
293.2,306.6,c,10.0,BCDFEE+ArialMT
298.0,306.6,k,10.0,BCDFEE+ArialMT
302.9,306.6, ,10.0,BCDFEE+ArialMT
307.4,306.6,f,10.0,BCDFEE+ArialMT
310.0,306.6,o,10.0,BCDFEE+ArialMT
315.4,306.6,o,10.0,BCDFEE+ArialMT
320.7,306.6,d,10.0,BCDFEE+ArialMT
326.1,306.6, ,10.0,BCDFEE+ArialMT
330.6,306.6,d,10.0,BCDFEE+ArialMT
336.0,306.6,e,10.0,BCDFEE+ArialMT
341.3,306.6,l,10.0,BCDFEE+ArialMT
343.3,306.6,i,10.0,BCDFEE+ArialMT
345.3,306.6,v,10.0,BCDFEE+ArialMT
350.2,306.6,e,10.0,BCDFEE+ArialMT
355.5,306.6,r,10.0,BCDFEE+ArialMT
358.6,306.6,y,10.0,BCDFEE+ArialMT
363.5,306.6, ,10.0,BCDFEE+ArialMT
368.1,306.6,p,10.0,BCDFEE+ArialMT
373.3,306.6,l,10.0,BCDFEE+ArialMT
375.4,306.6,a,10.0,BCDFEE+ArialMT
380.8,306.6,t,10.0,BCDFEE+ArialMT
383.3,306.6,f,10.0,BCDFEE+ArialMT
385.9,306.6,o,10.0,BCDFEE+ArialMT
391.2,306.6,r,10.0,BCDFEE+ArialMT
394.5,306.6,m,10.0,BCDFEE+ArialMT
402.5,306.6, ,10.0,BCDFEE+ArialMT
407.0,306.6,u,10.0,BCDFEE+ArialMT
412.3,306.6,s,10.0,BCDFEE+ArialMT
417.2,306.6,i,10.0,BCDFEE+ArialMT
419.3,306.6,n,10.0,BCDFEE+ArialMT
424.7,306.6,g,10.0,BCDFEE+ArialMT
430.0,306.6, ,10.0,BCDFEE+ArialMT
434.5,306.6,N,10.0,BCDFEE+ArialMT
441.6,306.6,e,10.0,BCDFEE+ArialMT
446.9,306.6,x,10.0,BCDFEE+ArialMT
451.7,306.6,t,10.0,BCDFEE+ArialMT
454.3,306.6,.,10.0,BCDFEE+ArialMT
456.8,306.6,j,10.0,BCDFEE+ArialMT
458.9,306.6,s,10.0,BCDFEE+ArialMT
463.7,306.6,",",10.0,BCDFEE+ArialMT
466.3,306.6, ,10.0,BCDFEE+ArialMT
470.7,306.6,N,10.0,BCDFEE+ArialMT
477.8,306.6,o,10.0,BCDFEE+ArialMT
483.2,306.6,d,10.0,BCDFEE+ArialMT
488.5,306.6,e,10.0,BCDFEE+ArialMT
493.9,306.6,.,10.0,BCDFEE+ArialMT
496.4,306.6,j,10.0,BCDFEE+ArialMT
498.5,306.6,s,10.0,BCDFEE+ArialMT
503.3,306.6,",",10.0,BCDFEE+ArialMT
505.9,306.6, ,10.0,BCDFEE+ArialMT
510.5,306.6,E,10.0,BCDFEE+ArialMT
516.8,306.6,x,10.0,BCDFEE+ArialMT
521.7,306.6,p,10.0,BCDFEE+ArialMT
