x0,top,text,size,fontname
454.0,154.5,e,10.0,BCDFEE+ArialMT
459.1,154.5,d,10.0,BCDFEE+ArialMT
464.1,154.5, ,10.0,BCDFEE+ArialMT
466.4,154.5,P,10.0,BCDFEE+ArialMT
472.4,154.5,r,10.0,BCDFEE+ArialMT
475.3,154.5,o,10.0,BCDFEE+ArialMT
480.2,154.5,g,10.0,BCDFEE+ArialMT
485.2,154.5,r,10.0,BCDFEE+ArialMT
488.0,154.5,a,10.0,BCDFEE+ArialMT
493.0,154.5,m,10.0,BCDFEE+ArialMT
500.8,154.5,m,10.0,BCDFEE+ArialMT
508.6,154.5,i,10.0,BCDFEE+ArialMT
510.3,154.5,n,10.0,BCDFEE+ArialMT
515.2,154.5,g,10.0,BCDFEE+ArialMT
520.3,154.5, ,10.0,BCDFEE+ArialMT
522.6,154.5, ,10.0,BCDFEE+ArialMT
33.6,172.5,P,12.0,BCDFEE+ArialMT
41.5,174.5,R,9.5,BCDFEE+ArialMT
48.2,174.5,O,9.5,BCDFEE+ArialMT
55.4,174.5,J,9.5,BCDFEE+ArialMT
60.1,174.5,E,9.5,BCDFEE+ArialMT
66.4,174.5,C,9.5,BCDFEE+ArialMT
73.2,174.5,T,9.5,BCDFEE+ArialMT
78.8,174.5,S,9.5,BCDFEE+ArialMT
85.1,174.5, ,9.5,BCDFEE+ArialMT
87.7,172.5, ,12.0,BCDFEE+ArialMT
556.9,172.5, ,12.0,BCDFEE+ArialMT
33.6,192.8,A,10.0,BCDEEE+Arial-BoldMT
40.8,192.8,I,10.0,BCDEEE+Arial-BoldMT
43.6,192.8, ,10.0,BCDEEE+Arial-BoldMT
46.3,192.8,C,10.0,BCDEEE+Arial-BoldMT
53.5,192.8,O,10.0,BCDEEE+Arial-BoldMT
61.3,192.8,D,10.0,BCDEEE+Arial-BoldMT
68.5,192.8,I,10.0,BCDEEE+Arial-BoldMT
71.3,192.8,N,10.0,BCDEEE+Arial-BoldMT
78.5,192.8,G,10.0,BCDEEE+Arial-BoldMT
86.3,192.8, ,10.0,BCDEEE+Arial-BoldMT
89.0,192.8,M,10.0,BCDEEE+Arial-BoldMT
97.4,192.8,E,10.0,BCDEEE+Arial-BoldMT
104.0,192.8,N,10.0,BCDEEE+Arial-BoldMT
111.2,192.8,T,10.0,BCDEEE+Arial-BoldMT
117.3,192.8,O,10.0,BCDEEE+Arial-BoldMT
125.1,192.8,R,10.0,BCDEEE+Arial-BoldMT
132.4,192.8, ,10.0,BCDEEE+Arial-BoldMT
135.3,192.8,|,10.0,BCDEEE+Arial-BoldMT
138.0,192.8, ,10.0,BCDEEE+Arial-BoldMT
140.8,192.8,L,10.0,BCDEEE+Arial-BoldMT
146.9,192.8,i,10.0,BCDEEE+Arial-BoldMT
149.7,192.8,n,10.0,BCDEEE+Arial-BoldMT
155.9,192.8,k,10.0,BCDEEE+Arial-BoldMT
161.4,192.0, ,11.0,BCDGEE+Georgia
164.1,192.0, ,11.0,BCDGEE+Georgia
166.7,192.0, ,11.0,BCDGEE+Georgia
169.3,192.0, ,11.0,BCDGEE+Georgia
172.0,192.0, ,11.0,BCDGEE+Georgia
174.6,192.0, ,11.0,BCDGEE+Georgia
177.3,192.0, ,11.0,BCDGEE+Georgia
179.9,192.0, ,11.0,BCDGEE+Georgia
182.5,192.0, ,11.0,BCDGEE+Georgia
185.2,192.0, ,11.0,BCDGEE+Georgia
187.9,192.0, ,11.0,BCDGEE+Georgia
190.6,192.0, ,11.0,BCDGEE+Georgia
193.2,192.0, ,11.0,BCDGEE+Georgia
195.9,192.0, ,11.0,BCDGEE+Georgia
198.5,192.0, ,11.0,BCDGEE+Georgia
201.1,192.0, ,11.0,BCDGEE+Georgia
203.8,192.0, ,11.0,BCDGEE+Georgia
206.4,192.0, ,11.0,BCDGEE+Georgia
209.1,192.0, ,11.0,BCDGEE+Georgia
211.8,192.0, ,11.0,BCDGEE+Georgia
214.4,192.0, ,11.0,BCDGEE+Georgia
217.1,192.0, ,11.0,BCDGEE+Georgia
219.7,192.0, ,11.0,BCDGEE+Georgia
222.4,192.0, ,11.0,BCDGEE+Georgia
225.0,192.0, ,11.0,BCDGEE+Georgia
227.6,192.0, ,11.0,BCDGEE+Georgia
230.3,192.0, ,11.0,BCDGEE+Georgia
233.0,192.0, ,11.0,BCDGEE+Georgia
235.7,192.0, ,11.0,BCDGEE+Georgia
238.3,192.0, ,11.0,BCDGEE+Georgia
241.0,192.0, ,11.0,BCDGEE+Georgia
243.6,192.0, ,11.0,BCDGEE+Georgia
246.2,192.0, ,11.0,BCDGEE+Georgia
248.9,192.0, ,11.0,BCDGEE+Georgia
251.5,192.0, ,11.0,BCDGEE+Georgia
254.2,192.0, ,11.0,BCDGEE+Georgia
256.9,192.0, ,11.0,BCDGEE+Georgia
259.5,192.0, ,11.0,BCDGEE+Georgia
262.2,192.0, ,11.0,BCDGEE+Georgia
264.8,192.0, ,11.0,BCDGEE+Georgia
267.5,192.0, ,11.0,BCDGEE+Georgia
270.1,192.0, ,11.0,BCDGEE+Georgia
272.7,192.0, ,11.0,BCDGEE+Georgia
275.4,192.0, ,11.0,BCDGEE+Georgia
278.1,192.0, ,11.0,BCDGEE+Georgia
280.8,192.0, ,11.0,BCDGEE+Georgia
283.4,192.0, ,11.0,BCDGEE+Georgia
286.1,192.0, ,11.0,BCDGEE+Georgia
288.7,192.0, ,11.0,BCDGEE+Georgia
291.3,192.0, ,11.0,BCDGEE+Georgia
294.0,192.0, ,11.0,BCDGEE+Georgia
296.6,192.0, ,11.0,BCDGEE+Georgia
299.3,192.0, ,11.0,BCDGEE+Georgia
301.9,192.0, ,11.0,BCDGEE+Georgia
304.5,192.0, ,11.0,BCDGEE+Georgia
307.2,192.0, ,11.0,BCDGEE+Georgia
309.8,192.0, ,11.0,BCDGEE+Georgia
312.6,192.0, ,11.0,BCDGEE+Georgia
315.2,192.0, ,11.0,BCDGEE+Georgia
317.8,192.0, ,11.0,BCDGEE+Georgia
320.5,192.0, ,11.0,BCDGEE+Georgia
323.1,192.0, ,11.0,BCDGEE+Georgia
325.8,192.0, ,11.0,BCDGEE+Georgia
328.4,192.0, ,11.0,BCDGEE+Georgia
331.0,192.0, ,11.0,BCDGEE+Georgia
333.7,192.0, ,11.0,BCDGEE+Georgia
336.4,192.0, ,11.0,BCDGEE+Georgia
339.1,192.0, ,11.0,BCDGEE+Georgia
341.7,192.0, ,11.0,BCDGEE+Georgia
344.4,192.0, ,11.0,BCDGEE+Georgia
347.0,192.0, ,11.0,BCDGEE+Georgia
349.6,192.0, ,11.0,BCDGEE+Georgia
352.3,192.0, ,11.0,BCDGEE+Georgia
354.9,192.0, ,11.0,BCDGEE+Georgia
357.6,192.0, ,11.0,BCDGEE+Georgia
360.3,192.0, ,11.0,BCDGEE+Georgia
362.9,192.0, ,11.0,BCDGEE+Georgia
365.6,192.0, ,11.0,BCDGEE+Georgia
368.2,192.0, ,11.0,BCDGEE+Georgia
370.9,192.0, ,11.0,BCDGEE+Georgia
373.5,192.0, ,11.0,BCDGEE+Georgia
376.1,192.0, ,11.0,BCDGEE+Georgia
378.8,192.0, ,11.0,BCDGEE+Georgia
381.5,192.0, ,11.0,BCDGEE+Georgia
384.2,192.0, ,11.0,BCDGEE+Georgia
386.8,192.0, ,11.0,BCDGEE+Georgia
389.5,192.0, ,11.0,BCDGEE+Georgia
392.1,192.0, ,11.0,BCDGEE+Georgia
394.7,192.0, ,11.0,BCDGEE+Georgia
397.4,192.0, ,11.0,BCDGEE+Georgia
400.1,192.0, ,11.0,BCDGEE+Georgia
402.8,192.0, ,11.0,BCDGEE+Georgia
405.4,192.0, ,11.0,BCDGEE+Georgia
408.0,192.0, ,11.0,BCDGEE+Georgia
410.7,192.0, ,11.0,BCDGEE+Georgia
413.3,192.0, ,11.0,BCDGEE+Georgia
416.0,192.0, ,11.0,BCDGEE+Georgia
418.6,192.0, ,11.0,BCDGEE+Georgia
421.2,192.0, ,11.0,BCDGEE+Georgia
423.9,192.0, ,11.0,BCDGEE+Georgia
426.5,192.0, ,11.0,BCDGEE+Georgia
429.2,192.0, ,11.0,BCDGEE+Georgia
431.8,192.0, ,11.0,BCDGEE+Georgia
434.6,192.0, ,11.0,BCDGEE+Georgia
437.2,192.0, ,11.0,BCDGEE+Georgia
439.8,192.0, ,11.0,BCDGEE+Georgia
442.5,192.0, ,11.0,BCDGEE+Georgia
445.1,192.0, ,11.0,BCDGEE+Georgia
447.8,192.0, ,11.0,BCDGEE+Georgia
450.4,192.0, ,11.0,BCDGEE+Georgia
453.0,192.0, ,11.0,BCDGEE+Georgia
455.7,192.0, ,11.0,BCDGEE+Georgia
458.4,192.0, ,11.0,BCDGEE+Georgia
461.1,192.0, ,11.0,BCDGEE+Georgia
463.7,192.0, ,11.0,BCDGEE+Georgia
466.3,192.0, ,11.0,BCDGEE+Georgia
469.0,192.0, ,11.0,BCDGEE+Georgia
471.6,192.0, ,11.0,BCDGEE+Georgia
474.3,192.0, ,11.0,BCDGEE+Georgia
476.9,192.0, ,11.0,BCDGEE+Georgia
479.5,192.0, ,11.0,BCDGEE+Georgia
482.3,192.0, ,11.0,BCDGEE+Georgia
485.1,192.0, ,11.0,BCDGEE+Georgia
487.8,192.0, ,11.0,BCDGEE+Georgia
490.4,192.0, ,11.0,BCDGEE+Georgia
493.1,192.0, ,11.0,BCDGEE+Georgia
495.7,192.0, ,11.0,BCDGEE+Georgia
498.4,192.0, ,11.0,BCDGEE+Georgia
501.0,192.0, ,11.0,BCDGEE+Georgia
503.7,192.0, ,11.0,BCDGEE+Georgia
506.4,192.0, ,11.0,BCDGEE+Georgia
509.0,192.0, ,11.0,BCDGEE+Georgia
511.7,192.0, ,11.0,BCDGEE+Georgia
514.3,192.0, ,11.0,BCDGEE+Georgia
516.9,192.0, ,11.0,BCDGEE+Georgia
519.7,192.9,M,10.0,BCDGEE+Georgia
528.9,192.9,a,10.0,BCDGEE+Georgia
534.0,192.9,y,10.0,BCDGEE+Georgia
538.9,192.9, ,10.0,BCDGEE+Georgia
541.3,192.9,2,10.0,BCDGEE+Georgia
546.8,192.9,0,10.0,BCDGEE+Georgia
553.0,192.9,2,10.0,BCDGEE+Georgia
558.6,192.9,5,10.0,BCDGEE+Georgia
564.0,192.9, ,10.0,BCDGEE+Georgia
46.3,205.2,•,10.0,BCDHEE+SymbolMT
50.9,205.2, ,10.0,BCDFEE+ArialMT
64.3,205.2,D,10.0,BCDFEE+ArialMT
71.5,205.2,e,10.0,BCDFEE+ArialMT
77.1,205.2,s,10.0,BCDFEE+ArialMT
82.1,205.2,i,10.0,BCDFEE+ArialMT
84.3,205.2,g,10.0,BCDFEE+ArialMT
89.8,205.2,n,10.0,BCDFEE+ArialMT
95.4,205.2,e,10.0,BCDFEE+ArialMT
100.9,205.2,d,10.0,BCDFEE+ArialMT
106.4,205.2, ,10.0,BCDFEE+ArialMT
109.3,205.2,a,10.0,BCDFEE+ArialMT
114.8,205.2,n,10.0,BCDFEE+ArialMT
120.3,205.2,d,10.0,BCDFEE+ArialMT
125.9,205.2, ,10.0,BCDFEE+ArialMT
128.7,205.2,d,10.0,BCDFEE+ArialMT
134.3,205.2,e,10.0,BCDFEE+ArialMT
139.8,205.2,v,10.0,BCDFEE+ArialMT
144.8,205.2,e,10.0,BCDFEE+ArialMT
150.4,205.2,l,10.0,BCDFEE+ArialMT
152.6,205.2,o,10.0,BCDFEE+ArialMT
158.1,205.2,p,10.0,BCDFEE+ArialMT
163.7,205.2,e,10.0,BCDFEE+ArialMT
169.3,205.2,d,10.0,BCDFEE+ArialMT
174.8,205.2, ,10.0,BCDFEE+ArialMT
177.6,205.2,a,10.0,BCDFEE+ArialMT
183.2,205.2, ,10.0,BCDFEE+ArialMT
186.0,205.2,f,10.0,BCDFEE+ArialMT
188.8,205.2,u,10.0,BCDFEE+ArialMT
194.3,205.2,l,10.0,BCDFEE+ArialMT
196.6,205.2,l,10.0,BCDFEE+ArialMT
198.9,205.2,-,10.0,BCDFEE+ArialMT
202.2,205.2,s,10.0,BCDFEE+ArialMT
207.3,205.2,t,10.0,BCDFEE+ArialMT
210.0,205.2,a,10.0,BCDFEE+ArialMT
215.6,205.2,c,10.0,BCDFEE+ArialMT
220.6,205.2,k,10.0,BCDFEE+ArialMT
225.6,205.2, ,10.0,BCDFEE+ArialMT
228.4,205.2,A,10.0,BCDFEE+ArialMT
235.0,205.2,I,10.0,BCDFEE+ArialMT
237.8,205.2,-,10.0,BCDFEE+ArialMT
241.1,205.2,p,10.0,BCDFEE+ArialMT
246.7,205.2,o,10.0,BCDFEE+ArialMT
252.2,205.2,w,10.0,BCDFEE+ArialMT
259.5,205.2,e,10.0,BCDFEE+ArialMT
265.0,205.2,r,10.0,BCDFEE+ArialMT
268.3,205.2,e,10.0,BCDFEE+ArialMT
273.9,205.2,d,10.0,BCDFEE+ArialMT
279.4,205.2, ,10.0,BCDFEE+ArialMT
282.2,205.2,w,10.0,BCDFEE+ArialMT
289.5,205.2,e,10.0,BCDFEE+ArialMT
295.0,205.2,b,10.0,BCDFEE+ArialMT
300.5,205.2, ,10.0,BCDFEE+ArialMT
303.4,205.2,a,10.0,BCDFEE+ArialMT
308.9,205.2,p,10.0,BCDFEE+ArialMT
314.4,205.2,p,10.0,BCDFEE+ArialMT
320.0,205.2,l,10.0,BCDFEE+ArialMT
322.2,205.2,i,10.0,BCDFEE+ArialMT
324.4,205.2,c,10.0,BCDFEE+ArialMT
329.4,205.2,a,10.0,BCDFEE+ArialMT
334.9,205.2,t,10.0,BCDFEE+ArialMT
337.8,205.2,i,10.0,BCDFEE+ArialMT
339.9,205.2,o,10.0,BCDFEE+ArialMT
345.5,205.2,n,10.0,BCDFEE+ArialMT
351.1,205.2, ,10.0,BCDFEE+ArialMT
353.8,205.2,t,10.0,BCDFEE+ArialMT
356.6,205.2,h,10.0,BCDFEE+ArialMT
362.1,205.2,a,10.0,BCDFEE+ArialMT
367.7,205.2,t,10.0,BCDFEE+ArialMT
370.5,205.2, ,10.0,BCDFEE+ArialMT
373.3,205.2,l,10.0,BCDFEE+ArialMT
375.5,205.2,e,10.0,BCDFEE+ArialMT
381.1,205.2,v,10.0,BCDFEE+ArialMT
386.1,205.2,e,10.0,BCDFEE+ArialMT
391.6,205.2,r,10.0,BCDFEE+ArialMT
394.9,205.2,a,10.0,BCDFEE+ArialMT
400.5,205.2,g,10.0,BCDFEE+ArialMT
406.0,205.2,e,10.0,BCDFEE+ArialMT
411.5,205.2,s,10.0,BCDFEE+ArialMT
416.5,205.2, ,10.0,BCDFEE+ArialMT
419.4,205.2,a,10.0,BCDFEE+ArialMT
425.0,205.2,d,10.0,BCDFEE+ArialMT
430.6,205.2,v,10.0,BCDFEE+ArialMT
435.6,205.2,a,10.0,BCDFEE+ArialMT
441.1,205.2,n,10.0,BCDFEE+ArialMT
446.6,205.2,c,10.0,BCDFEE+ArialMT
451.7,205.2,e,10.0,BCDFEE+ArialMT
457.2,205.2,d,10.0,BCDFEE+ArialMT
462.7,205.2, ,10.0,BCDFEE+ArialMT
465.6,205.2,l,10.0,BCDFEE+ArialMT
467.7,205.2,a,10.0,BCDFEE+ArialMT
473.3,205.2,n,10.0,BCDFEE+ArialMT
478.9,205.2,g,10.0,BCDFEE+ArialMT
484.4,205.2,u,10.0,BCDFEE+ArialMT
490.0,205.2,a,10.0,BCDFEE+ArialMT
495.5,205.2,g,10.0,BCDFEE+ArialMT
501.0,205.2,e,10.0,BCDFEE+ArialMT
506.6,205.2, ,10.0,BCDFEE+ArialMT
509.4,205.2,m,10.0,BCDFEE+ArialMT
517.7,205.2,o,10.0,BCDFEE+ArialMT
523.2,205.2,d,10.0,BCDFEE+ArialMT
528.9,205.2,e,10.0,BCDFEE+ArialMT
534.4,205.2,l,10.0,BCDFEE+ArialMT
536.7,205.2, ,10.0,BCDFEE+ArialMT
539.4,205.2,A,10.0,BCDFEE+ArialMT
546.1,205.2,P,10.0,BCDFEE+ArialMT
552.7,205.2,I,10.0,BCDFEE+ArialMT
555.5,205.2,s,10.0,BCDFEE+ArialMT
560.5,205.2, ,10.0,BCDFEE+ArialMT
64.3,216.6,t,10.0,BCDFEE+ArialMT
67.1,216.6,o,10.0,BCDFEE+ArialMT
72.7,216.6, ,10.0,BCDFEE+ArialMT
75.4,216.6,a,10.0,BCDFEE+ArialMT
80.9,216.6,n,10.0,BCDFEE+ArialMT
86.5,216.6,a,10.0,BCDFEE+ArialMT
92.1,216.6,l,10.0,BCDFEE+ArialMT
94.2,216.6,y,10.0,BCDFEE+ArialMT
99.2,216.6,z,10.0,BCDFEE+ArialMT
104.3,216.6,e,10.0,BCDFEE+ArialMT
109.8,216.6,",",10.0,BCDFEE+ArialMT
112.6,216.6, ,10.0,BCDFEE+ArialMT
115.3,216.6,r,10.0,BCDFEE+ArialMT
118.6,216.6,e,10.0,BCDFEE+ArialMT
124.2,216.6,f,10.0,BCDFEE+ArialMT
127.0,216.6,a,10.0,BCDFEE+ArialMT
132.6,216.6,c,10.0,BCDFEE+ArialMT
137.6,216.6,t,10.0,BCDFEE+ArialMT
140.3,216.6,o,10.0,BCDFEE+ArialMT
145.9,216.6,r,10.0,BCDFEE+ArialMT
149.2,216.6,",",10.0,BCDFEE+ArialMT
152.0,216.6, ,10.0,BCDFEE+ArialMT
154.7,216.6,a,10.0,BCDFEE+ArialMT
160.4,216.6,n,10.0,BCDFEE+ArialMT
165.9,216.6,d,10.0,BCDFEE+ArialMT
171.4,216.6, ,10.0,BCDFEE+ArialMT
174.3,216.6,e,10.0,BCDFEE+ArialMT
179.8,216.6,n,10.0,BCDFEE+ArialMT
185.4,216.6,h,10.0,BCDFEE+ArialMT
191.0,216.6,a,10.0,BCDFEE+ArialMT
196.5,216.6,n,10.0,BCDFEE+ArialMT
202.0,216.6,c,10.0,BCDFEE+ArialMT
207.0,216.6,e,10.0,BCDFEE+ArialMT
212.5,216.6, ,10.0,BCDFEE+ArialMT
215.4,216.6,u,10.0,BCDFEE+ArialMT
220.9,216.6,s,10.0,BCDFEE+ArialMT
225.9,216.6,e,10.0,BCDFEE+ArialMT
231.5,216.6,r,10.0,BCDFEE+ArialMT
235.0,216.6,-,10.0,BCDFEE+ArialMT
238.4,216.6,s,10.0,BCDFEE+ArialMT
243.4,216.6,u,10.0,BCDFEE+ArialMT
248.9,216.6,b,10.0,BCDFEE+ArialMT
254.4,216.6,m,10.0,BCDFEE+ArialMT
262.7,216.6,i,10.0,BCDFEE+ArialMT
265.0,216.6,t,10.0,BCDFEE+ArialMT
267.8,216.6,t,10.0,BCDFEE+ArialMT
270.5,216.6,e,10.0,BCDFEE+ArialMT
276.0,216.6,d,10.0,BCDFEE+ArialMT
281.6,216.6, ,10.0,BCDFEE+ArialMT
284.4,216.6,s,10.0,BCDFEE+ArialMT
289.4,216.6,o,10.0,BCDFEE+ArialMT
295.0,216.6,u,10.0,BCDFEE+ArialMT
300.5,216.6,r,10.0,BCDFEE+ArialMT
303.9,216.6,c,10.0,BCDFEE+ArialMT
309.0,216.6,e,10.0,BCDFEE+ArialMT
314.5,216.6, ,10.0,BCDFEE+ArialMT
317.3,216.6,c,10.0,BCDFEE+ArialMT
322.3,216.6,o,10.0,BCDFEE+ArialMT
327.8,216.6,d,10.0,BCDFEE+ArialMT
333.3,216.6,e,10.0,BCDFEE+ArialMT
338.8,216.6, ,10.0,BCDFEE+ArialMT
341.6,216.6,w,10.0,BCDFEE+ArialMT
348.9,216.6,i,10.0,BCDFEE+ArialMT
351.1,216.6,t,10.0,BCDFEE+ArialMT
353.8,216.6,h,10.0,BCDFEE+ArialMT
359.4,216.6, ,10.0,BCDFEE+ArialMT
362.2,216.6,i,10.0,BCDFEE+ArialMT
364.4,216.6,n,10.0,BCDFEE+ArialMT
369.9,216.6,t,10.0,BCDFEE+ArialMT
372.8,216.6,e,10.0,BCDFEE+ArialMT
378.3,216.6,l,10.0,BCDFEE+ArialMT
380.5,216.6,l,10.0,BCDFEE+ArialMT
382.7,216.6,i,10.0,BCDFEE+ArialMT
385.0,216.6,g,10.0,BCDFEE+ArialMT
390.5,216.6,e,10.0,BCDFEE+ArialMT
396.0,216.6,n,10.0,BCDFEE+ArialMT
401.6,216.6,t,10.0,BCDFEE+ArialMT
404.4,216.6,",",10.0,BCDFEE+ArialMT
407.2,216.6, ,10.0,BCDFEE+ArialMT
409.9,216.6,s,10.0,BCDFEE+ArialMT
414.9,216.6,t,10.0,BCDFEE+ArialMT
417.7,216.6,r,10.0,BCDFEE+ArialMT
421.0,216.6,u,10.0,BCDFEE+ArialMT
426.6,216.6,c,10.0,BCDFEE+ArialMT
431.6,216.6,t,10.0,BCDFEE+ArialMT
434.4,216.6,u,10.0,BCDFEE+ArialMT
439.9,216.6,r,10.0,BCDFEE+ArialMT
443.2,216.6,e,10.0,BCDFEE+ArialMT
448.8,216.6,d,10.0,BCDFEE+ArialMT
454.3,216.6, ,10.0,BCDFEE+ArialMT
457.1,216.6,f,10.0,BCDFEE+ArialMT
459.9,216.6,e,10.0,BCDFEE+ArialMT
465.4,216.6,e,10.0,BCDFEE+ArialMT
470.9,216.6,d,10.0,BCDFEE+ArialMT
476.6,216.6,b,10.0,BCDFEE+ArialMT
482.1,216.6,a,10.0,BCDFEE+ArialMT
487.6,216.6,c,10.0,BCDFEE+ArialMT
492.6,216.6,k,10.0,BCDFEE+ArialMT
497.7,216.6, ,10.0,BCDFEE+ArialMT
500.4,216.6,i,10.0,BCDFEE+ArialMT
502.6,216.6,n,10.0,BCDFEE+ArialMT
508.2,216.6, ,10.0,BCDFEE+ArialMT
511.0,216.6,r,10.0,BCDFEE+ArialMT
514.3,216.6,e,10.0,BCDFEE+ArialMT
519.8,216.6,a,10.0,BCDFEE+ArialMT
525.5,216.6,l,10.0,BCDFEE+ArialMT
527.6,216.6, ,10.0,BCDFEE+ArialMT
530.4,216.6,t,10.0,BCDFEE+ArialMT
533.2,216.6,i,10.0,BCDFEE+ArialMT
535.4,216.6,m,10.0,BCDFEE+ArialMT
543.7,216.6,e,10.0,BCDFEE+ArialMT
549.2,216.6,.,10.0,BCDFEE+ArialMT
552.5,216.6, ,10.0,BCDFEE+ArialMT
46.3,228.9,•,10.0,BCDHEE+SymbolMT
50.9,228.8, ,10.0,BCDFEE+ArialMT
64.3,228.8,I,10.0,BCDFEE+ArialMT
67.1,228.8,n,10.0,BCDFEE+ArialMT
72.7,228.8,t,10.0,BCDFEE+ArialMT
75.4,228.8,e,10.0,BCDFEE+ArialMT
80.9,228.8,g,10.0,BCDFEE+ArialMT
86.4,228.8,r,10.0,BCDFEE+ArialMT
89.8,228.8,a,10.0,BCDFEE+ArialMT
95.4,228.8,t,10.0,BCDFEE+ArialMT
98.2,228.8,e,10.0,BCDFEE+ArialMT
103.7,228.8,d,10.0,BCDFEE+ArialMT
109.2,228.8, ,10.0,BCDFEE+ArialMT
112.0,228.8,G,10.0,BCDFEE+ArialMT
119.9,228.8,e,10.0,BCDFEE+ArialMT
125.4,228.8,m,10.0,BCDFEE+ArialMT
133.8,228.8,i,10.0,BCDFEE+ArialMT
135.9,228.8,n,10.0,BCDFEE+ArialMT
141.5,228.8,i,10.0,BCDFEE+ArialMT
143.7,228.8, ,10.0,BCDFEE+ArialMT
146.5,228.8,A,10.0,BCDFEE+ArialMT
153.2,228.8,P,10.0,BCDFEE+ArialMT
159.8,228.8,I,10.0,BCDFEE+ArialMT
162.6,228.8, ,10.0,BCDFEE+ArialMT
165.3,228.8,t,10.0,BCDFEE+ArialMT
168.2,228.8,o,10.0,BCDFEE+ArialMT
173.7,228.8, ,10.0,BCDFEE+ArialMT
176.5,228.8,a,10.0,BCDFEE+ArialMT
182.1,228.8,u,10.0,BCDFEE+ArialMT
187.6,228.8,t,10.0,BCDFEE+ArialMT
190.4,228.8,o,10.0,BCDFEE+ArialMT
195.9,228.8,m,10.0,BCDFEE+ArialMT
204.3,228.8,a,10.0,BCDFEE+ArialMT
209.8,228.8,t,10.0,BCDFEE+ArialMT
212.6,228.8,i,10.0,BCDFEE+ArialMT
214.7,228.8,c,10.0,BCDFEE+ArialMT
219.8,228.8,a,10.0,BCDFEE+ArialMT
225.4,228.8,l,10.0,BCDFEE+ArialMT
227.5,228.8,l,10.0,BCDFEE+ArialMT
229.7,228.8,y,10.0,BCDFEE+ArialMT
234.7,228.8, ,10.0,BCDFEE+ArialMT
237.6,228.8,g,10.0,BCDFEE+ArialMT
243.1,228.8,e,10.0,BCDFEE+ArialMT
248.6,228.8,n,10.0,BCDFEE+ArialMT
254.3,228.8,e,10.0,BCDFEE+ArialMT
259.8,228.8,r,10.0,BCDFEE+ArialMT
263.1,228.8,a,10.0,BCDFEE+ArialMT
268.7,228.8,t,10.0,BCDFEE+ArialMT
271.4,228.8,e,10.0,BCDFEE+ArialMT
277.0,228.8, ,10.0,BCDFEE+ArialMT
279.8,228.8,o,10.0,BCDFEE+ArialMT
285.4,228.8,p,10.0,BCDFEE+ArialMT
290.9,228.8,t,10.0,BCDFEE+ArialMT
293.7,228.8,i,10.0,BCDFEE+ArialMT
295.9,228.8,m,10.0,BCDFEE+ArialMT
304.3,228.8,i,10.0,BCDFEE+ArialMT
306.4,228.8,z,10.0,BCDFEE+ArialMT
311.5,228.8,e,10.0,BCDFEE+ArialMT
317.0,228.8,d,10.0,BCDFEE+ArialMT
322.5,228.8, ,10.0,BCDFEE+ArialMT
325.3,228.8,c,10.0,BCDFEE+ArialMT
330.3,228.8,o,10.0,BCDFEE+ArialMT
335.8,228.8,d,10.0,BCDFEE+ArialMT
341.4,228.8,e,10.0,BCDFEE+ArialMT
347.0,228.8, ,10.0,BCDFEE+ArialMT
349.7,228.8,s,10.0,BCDFEE+ArialMT
354.7,228.8,u,10.0,BCDFEE+ArialMT
360.3,228.8,g,10.0,BCDFEE+ArialMT
365.9,228.8,g,10.0,BCDFEE+ArialMT
371.4,228.8,e,10.0,BCDFEE+ArialMT
376.9,228.8,s,10.0,BCDFEE+ArialMT
381.9,228.8,t,10.0,BCDFEE+ArialMT
384.7,228.8,i,10.0,BCDFEE+ArialMT
387.0,228.8,o,10.0,BCDFEE+ArialMT
392.5,228.8,n,10.0,BCDFEE+ArialMT
398.0,228.8,s,10.0,BCDFEE+ArialMT
403.0,228.8,",",10.0,BCDFEE+ArialMT
405.8,228.8, ,10.0,BCDFEE+ArialMT
408.6,228.8,d,10.0,BCDFEE+ArialMT
414.2,228.8,e,10.0,BCDFEE+ArialMT
419.7,228.8,t,10.0,BCDFEE+ArialMT
422.6,228.8,a,10.0,BCDFEE+ArialMT
428.1,228.8,i,10.0,BCDFEE+ArialMT
430.3,228.8,l,10.0,BCDFEE+ArialMT
432.5,228.8,e,10.0,BCDFEE+ArialMT
438.1,228.8,d,10.0,BCDFEE+ArialMT
443.6,228.8, ,10.0,BCDFEE+ArialMT
446.3,228.8,s,10.0,BCDFEE+ArialMT
451.3,228.8,t,10.0,BCDFEE+ArialMT
454.1,228.8,e,10.0,BCDFEE+ArialMT
459.7,228.8,p,10.0,BCDFEE+ArialMT
465.7,228.8,-,10.0,BCDFEE+ArialMT
469.1,228.8,b,10.0,BCDFEE+ArialMT
474.6,228.8,y,10.0,BCDFEE+ArialMT
479.6,228.8,-,10.0,BCDFEE+ArialMT
483.0,228.8,s,10.0,BCDFEE+ArialMT
488.0,228.8,t,10.0,BCDFEE+ArialMT
490.8,228.8,e,10.0,BCDFEE+ArialMT
496.3,228.8,p,10.0,BCDFEE+ArialMT
501.8,228.8, ,10.0,BCDFEE+ArialMT
504.6,228.8,e,10.0,BCDFEE+ArialMT
510.1,228.8,x,10.0,BCDFEE+ArialMT
515.1,228.8,p,10.0,BCDFEE+ArialMT
